"Tanggal","ID.Prasarana","Prasarana","Penumpang.Berangkat","Penumpang.Berangkat.Domestik","Penumpang.Berangkat.Internasional","Penumpang.Tiba","Penumpang.Tiba.Domestik","Penumpang.Tiba.Internasional","Pesawat.Tiba.Domestik","Pesawat.Tiba.Internasional","Pesawat.Berangkat.Domestik","Pesawat.Berangkat.Internasional"
"2023-10-11","BPN","Sepinggan",7812,7514,298,7393,7191,202,71,3,68,4
"2023-10-12","BPN","Sepinggan",7709,7709,0,6668,6668,0,60,1,61,2
"2023-10-13","BPN","Sepinggan",7757,7621,136,6335,6154,181,63,2,59,2
"2023-10-14","BPN","Sepinggan",6160,6160,0,6607,6607,0,53,1,55,1
"2023-10-15","BPN","Sepinggan",7015,6887,128,7641,7464,177,61,3,63,2
"2023-10-16","BPN","Sepinggan",6511,6330,181,7571,7463,108,65,1,64,4
"2023-10-17","BPN","Sepinggan",6138,6138,0,6899,6899,0,56,1,55,1
"2023-10-18","BPN","Sepinggan",7552,7259,293,7421,7249,172,62,3,63,4
"2023-10-19","BPN","Sepinggan",6972,6972,0,6450,6450,0,62,1,63,1
"2023-10-20","BPN","Sepinggan",7548,7374,174,6794,6637,157,66,2,64,4
"2023-10-21","BPN","Sepinggan",5861,5858,3,6148,6148,0,52,2,51,2
"2023-10-22","BPN","Sepinggan",6330,6150,180,7668,7494,174,60,2,63,2
"2023-10-23","BPN","Sepinggan",6489,6311,178,7517,7394,123,66,1,64,3
"2023-10-24","BPN","Sepinggan",6252,6252,0,6253,6253,0,54,1,55,2
"2023-10-25","BPN","Sepinggan",7732,7437,295,7491,7269,222,64,3,62,2
"2023-10-26","BPN","Sepinggan",8761,8761,0,7314,7313,1,58,2,61,2
"2023-10-27","BPN","Sepinggan",7112,6958,154,7174,6995,179,63,2,60,2
"2023-10-28","BPN","Sepinggan",6580,6580,0,7750,7750,0,58,1,56,1
"2023-10-29","BPN","Sepinggan",6464,6290,174,6712,6544,168,52,2,53,1
"2023-10-30","BPN","Sepinggan",6836,6684,152,7966,7827,139,67,1,65,3
"2023-10-31","BPN","Sepinggan",5838,5838,0,6717,6717,0,66,1,62,2
"2023-11-01","BPN","Sepinggan",7150,6858,292,7230,6964,266,60,3,59,3
"2023-11-02","BPN","Sepinggan",7761,7761,0,6976,6976,0,63,1,61,2
"2023-11-03","BPN","Sepinggan",7879,7714,165,6496,6322,174,68,2,64,2
"2023-11-04","BPN","Sepinggan",6460,6460,0,6389,6389,0,60,1,65,3
"2023-11-05","BPN","Sepinggan",6511,6338,173,7494,7339,155,55,2,56,2
"2023-11-06","BPN","Sepinggan",6768,6596,172,7950,7778,172,64,1,64,2
"2023-11-07","BPN","Sepinggan",6174,6174,0,6377,6377,0,52,1,52,2
"2023-11-08","BPN","Sepinggan",7385,7061,324,7191,7000,191,55,3,54,2
"2023-11-09","BPN","Sepinggan",7617,7617,0,6713,6713,0,55,1,57,0
"2023-11-10","BPN","Sepinggan",7663,7523,140,7226,7057,169,64,2,62,2
"2023-11-11","BPN","Sepinggan",5738,5738,0,6523,6523,0,54,2,53,1
"2023-11-12","BPN","Sepinggan",6566,6452,114,7972,7787,185,58,2,61,2
"2023-11-13","BPN","Sepinggan",6759,6589,170,7947,7813,134,63,1,67,2
"2023-11-14","BPN","Sepinggan",6053,6053,0,5956,5956,0,59,1,61,0
"2023-11-15","BPN","Sepinggan",7879,7601,278,7733,7450,283,64,3,64,3
"2023-11-16","BPN","Sepinggan",7720,7720,0,7321,7321,0,64,0,64,0
"2023-11-17","BPN","Sepinggan",7295,7148,147,7119,6949,170,61,2,61,1
"2023-11-18","BPN","Sepinggan",6194,6194,0,7087,7078,9,67,2,65,2
"2023-11-19","BPN","Sepinggan",6960,6802,158,8346,8169,177,67,2,69,3
"2023-11-20","BPN","Sepinggan",7232,7051,181,8481,8350,131,77,1,79,2
"2023-11-21","BPN","Sepinggan",5863,5863,0,5957,5957,0,57,1,57,1
"2023-11-22","BPN","Sepinggan",7305,7011,294,7168,6938,230,58,3,55,4
"2023-11-23","BPN","Sepinggan",7102,7102,0,6876,6876,0,60,1,60,1
"2023-11-24","BPN","Sepinggan",7741,7603,138,6904,6729,175,67,2,64,2
"2023-11-25","BPN","Sepinggan",6451,6451,0,7681,7681,0,60,1,58,1
"2023-11-26","BPN","Sepinggan",7418,7304,114,8166,8008,158,66,2,69,2
"2023-11-27","BPN","Sepinggan",7552,7393,159,8489,8372,117,68,1,68,2
"2023-11-28","BPN","Sepinggan",6072,6072,0,6517,6517,0,62,1,64,1
"2023-11-29","BPN","Sepinggan",6937,6693,244,6777,6550,227,65,3,65,3
"2023-11-30","BPN","Sepinggan",7517,7517,0,6697,6697,0,62,1,65,1
"2023-12-01","BPN","Sepinggan",6909,6764,145,6999,6821,178,63,2,61,2
"2023-12-02","BPN","Sepinggan",5450,5450,0,5915,5915,0,58,1,64,1
"2023-12-03","BPN","Sepinggan",6313,6313,0,6850,6850,0,52,1,58,1
"2023-12-04","BPN","Sepinggan",6038,5867,171,7399,7240,159,60,1,58,1
"2023-12-05","BPN","Sepinggan",5936,5936,0,5879,5879,0,54,1,52,3
"2023-12-06","BPN","Sepinggan",7623,7348,275,7275,7039,236,58,3,60,2
"2023-12-07","BPN","Sepinggan",7175,7175,0,6443,6443,0,56,1,56,0
"2023-12-08","BPN","Sepinggan",7720,7558,162,6699,6519,180,62,3,62,2
"2023-12-09","BPN","Sepinggan",6607,6607,0,6952,6952,0,57,1,53,2
"2023-12-10","BPN","Sepinggan",7938,7777,161,7694,7529,165,55,2,60,2
"2023-12-11","BPN","Sepinggan",6936,6758,178,7220,7171,49,59,1,60,1
"2023-12-12","BPN","Sepinggan",5660,5636,24,5614,5614,0,45,6,44,6
"2023-12-13","BPN","Sepinggan",8060,7897,163,6865,6778,87,59,2,58,2
"2023-12-14","BPN","Sepinggan",7359,7359,0,6941,6941,0,60,2,62,1
"2023-12-15","BPN","Sepinggan",8187,8028,159,7054,6897,157,67,2,61,2
"2023-12-16","BPN","Sepinggan",7762,7762,0,7224,7224,0,65,1,67,2
"2023-12-17","BPN","Sepinggan",8262,8089,173,7801,7668,133,63,2,65,2
"2023-12-18","BPN","Sepinggan",0,0,0,0,0,0,34,2,33,2
"2023-12-19","BPN","Sepinggan",5734,5734,0,5129,5129,0,70,1,67,3
"2023-12-20","BPN","Sepinggan",9320,8985,335,7604,7359,245,77,3,73,5
"2023-12-21","BPN","Sepinggan",8716,8709,7,7009,7009,0,70,2,69,4
"2023-12-22","BPN","Sepinggan",9375,9375,0,6935,6928,7,72,3,72,3
"2023-12-23","BPN","Sepinggan",9599,9597,2,7782,7777,5,73,3,70,5
"2023-12-24","BPN","Sepinggan",7570,7397,173,6059,5916,143,57,3,59,2
"2023-12-25","BPN","Sepinggan",6668,6475,193,5808,5710,98,50,2,49,4
"2023-12-26","BPN","Sepinggan",6838,6838,0,6597,6597,0,55,0,54,2
"2023-12-27","BPN","Sepinggan",6459,6156,303,6494,6233,261,57,3,59,3
"2023-12-28","BPN","Sepinggan",6077,6077,0,6155,6155,0,62,1,62,1
"2023-12-29","BPN","Sepinggan",6135,5972,163,5723,5560,163,55,2,53,2
"2023-12-30","BPN","Sepinggan",5928,5928,0,5895,5887,8,64,3,61,2
"2023-12-31","BPN","Sepinggan",4530,4379,151,5203,5086,117,44,1,46,1
"2024-01-01","BPN","Sepinggan",4960,4793,167,6568,6461,107,50,1,51,1
"2024-01-02","BPN","Sepinggan",6053,6045,8,7939,7939,0,66,2,64,4
"2024-01-03","BPN","Sepinggan",5984,5682,302,8187,7833,354,61,3,58,4
"2024-01-04","BPN","Sepinggan",5564,5564,0,6920,6920,0,59,1,61,1
"2024-01-05","BPN","Sepinggan",5748,5598,150,4320,4146,174,73,2,71,2
"2024-01-06","BPN","Sepinggan",4131,4131,0,5777,5777,0,59,0,59,1
"2024-01-07","BPN","Sepinggan",6108,5982,126,8328,8173,155,62,2,63,1
"2024-01-08","BPN","Sepinggan",4564,4382,182,5939,5791,148,65,4,65,5
"2024-01-09","BPN","Sepinggan",3909,3909,0,3226,3226,0,43,1,42,1
"2024-01-10","BPN","Sepinggan",6243,5916,327,7221,6930,291,59,4,58,4
"2024-01-11","BPN","Sepinggan",5746,5743,3,6572,6568,4,54,2,52,3
"2024-01-12","BPN","Sepinggan",6227,6076,151,4431,4261,170,63,3,62,1
"2024-01-13","BPN","Sepinggan",5137,5137,0,3461,3461,0,54,1,49,2
"2024-01-14","BPN","Sepinggan",5501,5347,154,6732,6553,179,60,2,66,3
"2024-01-15","BPN","Sepinggan",5917,5744,173,7205,7042,163,67,1,67,1
"2024-01-16","BPN","Sepinggan",0,0,0,0,0,0,58,1,55,2
"2024-01-17","BPN","Sepinggan",4594,4241,353,3275,3147,128,45,3,40,2
"2024-01-18","BPN","Sepinggan",6036,6032,4,6273,6263,10,54,5,57,3
"2024-01-19","BPN","Sepinggan",6853,6678,175,6027,5854,173,63,3,63,2
"2024-01-20","BPN","Sepinggan",5675,5659,16,3447,3447,0,57,1,53,5
"2024-01-21","BPN","Sepinggan",5230,5066,164,2928,2928,0,45,2,48,1
"2024-01-22","BPN","Sepinggan",5676,5494,182,5795,5785,10,57,3,56,5
"2024-01-23","BPN","Sepinggan",5390,5388,2,5671,5671,0,58,2,57,3
"2024-01-24","BPN","Sepinggan",6608,6259,349,4051,4046,5,62,4,64,3
"2024-01-26","BPN","Sepinggan",5882,5728,154,5595,5419,176,62,2,59,2
"2024-01-27","BPN","Sepinggan",5184,5184,0,3959,3959,0,54,1,51,2
"2024-01-28","BPN","Sepinggan",6497,6328,169,4114,4114,0,55,4,56,2
"2024-01-29","BPN","Sepinggan",5602,5408,194,3193,3193,0,57,2,58,5
"2024-01-30","BPN","Sepinggan",4813,4813,0,5449,5449,0,56,1,54,2
"2024-01-31","BPN","Sepinggan",6585,6251,334,3844,3844,0,60,3,59,3
"2024-02-01","BPN","Sepinggan",5489,5489,0,2478,2478,0,55,3,56,3
"2024-02-02","BPN","Sepinggan",6299,6294,5,3200,3025,175,59,1,59,2
"2024-02-03","BPN","Sepinggan",3902,3902,0,1944,1944,0,56,1,53,2
"2024-02-04","BPN","Sepinggan",6883,6722,161,3750,3750,0,57,2,59,1
"2024-02-05","BPN","Sepinggan",6504,6399,105,3545,3544,1,65,2,64,6
"2024-02-06","BPN","Sepinggan",0,0,0,0,0,0,17,1,14,0
"2024-02-07","BPN","Sepinggan",4286,4123,163,2109,1789,320,69,4,67,4
"2024-02-08","BPN","Sepinggan",7941,7941,0,3109,3109,0,60,1,63,1
"2024-02-09","BPN","Sepinggan",0,0,0,0,0,0,35,2,35,0
"2024-02-10","BPN","Sepinggan",3753,3753,0,2558,2558,0,45,1,44,1
"2024-02-11","BPN","Sepinggan",4919,4919,0,5735,5735,0,55,1,56,2
"2024-02-12","BPN","Sepinggan",5270,5133,137,7209,7054,155,63,1,65,1
"2024-02-13","BPN","Sepinggan",0,0,0,0,0,0,42,2,38,2
"2024-02-14","BPN","Sepinggan",4277,3989,288,2058,2058,0,44,5,46,3
"2024-02-15","BPN","Sepinggan",5582,5579,3,5114,5110,4,45,2,51,1
"2024-02-16","BPN","Sepinggan",6134,5989,145,3022,2842,180,58,3,58,1
"2024-02-17","BPN","Sepinggan",2844,2844,0,3479,3479,0,47,1,46,2
"2024-02-18","BPN","Sepinggan",6977,6801,176,3533,3533,0,60,2,59,1
"2024-02-19","BPN","Sepinggan",6548,6381,167,6816,6716,100,61,2,63,3
"2024-02-20","BPN","Sepinggan",6068,6068,0,5607,5607,0,59,2,55,3
"2024-02-21","BPN","Sepinggan",6441,6126,315,5599,5382,217,53,3,53,2
"2024-02-22","BPN","Sepinggan",6951,6933,18,2570,2548,22,58,3,60,3
"2024-02-23","BPN","Sepinggan",7408,7248,160,6586,6408,178,62,4,62,3
"2024-02-24","BPN","Sepinggan",6441,6441,0,3545,3545,0,60,2,56,1
"2024-02-25","BPN","Sepinggan",7254,7086,168,3995,3995,0,64,2,63,1
"2024-02-26","BPN","Sepinggan",6946,6784,162,3599,3599,0,60,2,58,4
"2024-02-27","BPN","Sepinggan",6159,6159,0,6148,6146,2,57,2,60,3
"2024-02-28","BPN","Sepinggan",7507,7191,316,7522,7288,234,59,3,59,3
"2024-02-29","BPN","Sepinggan",7637,7637,0,2770,2770,0,66,2,64,2
"2024-03-01","BPN","Sepinggan",4238,4235,3,4448,4289,159,66,2,67,4
"2024-03-06","BPN","Sepinggan",8068,7731,337,7839,7523,316,59,4,57,6
"2024-03-07","BPN","Sepinggan",7617,7617,0,7446,7446,0,57,2,61,1
"2024-03-08","BPN","Sepinggan",8268,8092,176,7940,7764,176,63,2,60,1
"2024-03-09","BPN","Sepinggan",7138,7138,0,6657,6657,0,57,1,57,1
"2024-03-10","BPN","Sepinggan",5921,5753,168,6775,6602,173,55,2,57,1
"2024-03-11","BPN","Sepinggan",4586,4422,164,5221,5045,176,45,1,45,3
"2024-03-12","BPN","Sepinggan",5092,5092,0,5853,5853,0,49,1,49,2
"2024-03-13","BPN","Sepinggan",4332,4332,0,4296,4296,0,52,2,47,1
"2024-03-14","BPN","Sepinggan",4361,4355,6,5123,5090,33,43,5,47,3
"2024-03-15","BPN","Sepinggan",4864,4709,155,4742,4559,183,91,4,84,5
"2024-03-16","BPN","Sepinggan",5298,5298,0,5761,5761,0,83,2,83,2
"2024-03-17","BPN","Sepinggan",4433,4433,0,4610,4610,0,88,2,85,2
"2024-03-18","BPN","Sepinggan",4141,3988,153,4443,4330,113,88,4,89,3
"2024-03-19","BPN","Sepinggan",4817,4817,0,4348,4348,0,83,3,87,2
"2024-03-20","BPN","Sepinggan",6470,6342,128,5689,5594,95,87,3,85,5
"2024-03-21","BPN","Sepinggan",4608,4608,0,3504,3504,0,85,3,83,2
"2024-03-24","BPN","Sepinggan",5031,5024,7,4834,4816,18,79,4,79,4
"2024-03-25","BPN","Sepinggan",5251,5121,130,5271,5128,143,63,4,61,4
"2024-03-26","BPN","Sepinggan",4920,4920,0,4344,4330,14,55,2,53,2
"2024-03-27","BPN","Sepinggan",6587,6442,145,5269,5166,103,61,2,59,3
"2024-03-28","BPN","Sepinggan",6887,6887,0,4698,4698,0,57,2,59,1
"2024-03-29","BPN","Sepinggan",6708,6611,97,5626,5454,172,70,3,66,1
"2024-03-30","BPN","Sepinggan",6732,6732,0,4943,4943,0,57,0,57,0
"2024-03-31","BPN","Sepinggan",7420,7294,126,5522,5423,99,62,2,63,2
"2024-04-01","BPN","Sepinggan",8625,8495,130,5537,5478,59,74,2,74,3
"2024-04-02","BPN","Sepinggan",10456,10456,0,4944,4944,0,76,1,76,2
"2024-04-03","BPN","Sepinggan",11935,11615,320,5008,4834,174,84,3,83,3
"2024-04-04","BPN","Sepinggan",12658,12646,12,5386,5386,0,89,1,88,2
"2024-04-05","BPN","Sepinggan",13869,13537,332,6748,6552,196,94,4,93,2
"2024-04-06","BPN","Sepinggan",13608,13608,0,8087,8087,0,97,0,95,0
"2024-04-07","BPN","Sepinggan",13542,13366,176,6362,6248,114,84,2,88,1
"2024-04-08","BPN","Sepinggan",13823,13658,165,5498,5363,135,94,2,95,3
"2024-04-09","BPN","Sepinggan",12143,12143,0,4233,4233,0,83,1,85,0
"2024-04-10","BPN","Sepinggan",7464,7134,330,2932,2762,170,50,2,48,2
"2024-04-11","BPN","Sepinggan",5652,5652,0,3059,3059,0,42,0,45,0
"2024-04-12","BPN","Sepinggan",7118,6808,310,5438,5107,331,52,3,50,2
"2024-04-13","BPN","Sepinggan",6533,6533,0,6785,6785,0,52,1,53,1
"2024-04-14","BPN","Sepinggan",9460,9309,151,10768,10690,78,72,2,75,1
"2024-04-15","BPN","Sepinggan",10564,10390,174,12414,12231,183,84,3,84,3
"2024-04-16","BPN","Sepinggan",8951,8951,0,11584,11584,0,77,0,77,1
"2024-04-17","BPN","Sepinggan",8303,8044,259,10568,10216,352,72,3,67,3
"2024-04-18","BPN","Sepinggan",7667,7667,0,10015,10015,0,71,1,73,2
"2024-04-19","BPN","Sepinggan",7867,7667,200,10015,9673,342,73,3,70,2
"2024-04-20","BPN","Sepinggan",8986,8986,0,11172,11172,0,74,0,74,2
"2024-04-21","BPN","Sepinggan",9329,9179,150,12175,11995,180,82,3,84,1
"2024-04-22","BPN","Sepinggan",7476,7303,173,10301,10136,165,79,1,75,3
"2024-04-23","BPN","Sepinggan",6516,6500,16,9906,9903,3,73,2,72,4
"2024-04-24","BPN","Sepinggan",7510,7193,317,11029,10682,347,81,4,76,4
"2024-04-25","BPN","Sepinggan",6504,6504,0,9662,9662,0,75,1,78,1
"2024-04-26","BPN","Sepinggan",6921,6921,0,9696,9696,0,76,1,73,1
"2024-04-27","BPN","Sepinggan",6925,6818,107,9830,9653,177,74,2,74,1
"2024-04-28","BPN","Sepinggan",7211,7049,162,10425,10252,173,71,2,72,2
"2024-04-29","BPN","Sepinggan",6042,5903,139,10514,10370,144,77,1,75,3
"2024-04-30","BPN","Sepinggan",6824,6824,0,9615,9615,0,71,1,73,0
"2024-05-01","BPN","Sepinggan",7481,7313,168,10037,9867,170,75,1,73,2
"2024-05-02","BPN","Sepinggan",6243,6243,0,8902,8902,0,69,1,70,1
"2024-05-03","BPN","Sepinggan",6806,6541,265,9896,9725,171,76,4,72,3
"2024-05-04","BPN","Sepinggan",6079,6079,0,9135,9135,0,67,1,65,0
"2024-05-05","BPN","Sepinggan",7114,6964,150,10244,10095,149,72,2,72,2
"2024-05-06","BPN","Sepinggan",6918,6779,139,9707,9546,161,71,1,70,3
"2024-05-07","BPN","Sepinggan",6371,6371,0,8070,8070,0,69,3,67,3
"2024-05-08","BPN","Sepinggan",8333,8011,322,9882,9617,265,79,3,80,3
"2024-05-09","BPN","Sepinggan",7649,7649,0,8589,8582,7,71,2,72,1
"2024-05-10","BPN","Sepinggan",5935,5617,318,7768,7532,236,63,3,62,5
"2024-05-11","BPN","Sepinggan",5512,5512,0,7064,7064,0,58,1,58,0
"2024-05-12","BPN","Sepinggan",7406,7229,177,9158,8981,177,63,2,66,2
"2024-05-13","BPN","Sepinggan",6639,6489,150,8963,8804,159,66,1,68,2
"2024-05-14","BPN","Sepinggan",6110,6110,0,7615,7607,8,58,3,56,1
"2024-05-15","BPN","Sepinggan",7591,7276,315,8484,8192,292,68,3,68,4
"2024-05-16","BPN","Sepinggan",7293,7293,0,7579,7579,0,66,2,69,3
"2024-05-17","BPN","Sepinggan",7809,7267,542,8618,8069,549,75,4,71,4
"2024-05-18","BPN","Sepinggan",6812,6812,0,7185,7185,0,68,2,66,0
"2024-05-19","BPN","Sepinggan",6472,6320,152,8502,8322,180,64,2,66,2
"2024-05-20","BPN","Sepinggan",7340,6859,481,7960,7836,124,64,2,64,4
"2024-05-21","BPN","Sepinggan",5838,5838,0,6617,6617,0,61,3,59,2
"2024-05-22","BPN","Sepinggan",8335,7984,351,6910,6674,236,69,4,67,3
"2024-05-23","BPN","Sepinggan",7643,7323,320,6780,6780,0,61,0,61,3
"2024-05-24","BPN","Sepinggan",5961,5763,198,6886,6598,288,60,5,59,2
"2024-05-25","BPN","Sepinggan",5485,5161,324,5944,5944,0,53,1,51,1
"2024-05-26","BPN","Sepinggan",7210,6780,430,9147,8974,173,69,3,70,5
"2024-05-27","BPN","Sepinggan",6593,6119,474,7933,7767,166,68,2,69,4
"2024-05-28","BPN","Sepinggan",5252,5252,0,7468,7468,0,67,1,63,2
"2024-05-29","BPN","Sepinggan",5872,5337,535,6372,6096,276,57,6,65,7
"2024-05-30","BPN","Sepinggan",6861,6540,321,6985,6985,0,61,2,64,3
"2024-05-31","BPN","Sepinggan",7348,7125,223,6557,6344,213,69,3,63,4
"2024-06-01","BPN","Sepinggan",6567,6246,321,6581,6581,0,60,1,58,2
"2024-06-02","BPN","Sepinggan",6583,6145,438,8011,7865,146,65,4,63,5
"2024-06-03","BPN","Sepinggan",6145,6069,76,8653,8577,76,76,2,72,3
"2024-06-04","BPN","Sepinggan",6290,5967,323,7102,7102,0,67,1,69,1
"2024-06-05","BPN","Sepinggan",8590,7987,603,7123,6868,255,70,2,68,7
"2024-06-06","BPN","Sepinggan",9284,9284,0,6460,6460,0,76,2,85,2
"2024-06-07","BPN","Sepinggan",9039,8909,130,6594,6508,86,71,3,68,1
"2024-06-08","BPN","Sepinggan",7837,7837,0,6386,6386,0,67,3,67,1
"2024-06-09","BPN","Sepinggan",8313,8136,177,7314,7160,154,62,2,63,3
"2024-06-10","BPN","Sepinggan",8078,7928,150,7830,7724,106,72,2,72,2
"2024-06-11","BPN","Sepinggan",7071,7071,0,6854,6854,0,57,1,57,3
"2024-06-12","BPN","Sepinggan",8493,8172,321,7680,7456,224,71,3,68,3
"2024-06-13","BPN","Sepinggan",8095,8095,0,6794,6794,0,62,2,64,2
"2024-06-14","BPN","Sepinggan",10207,9861,346,7767,7480,287,80,3,77,5
"2024-06-15","BPN","Sepinggan",9389,9389,0,7196,7196,0,75,1,73,0
"2024-06-16","BPN","Sepinggan",9041,8865,176,5867,5753,114,66,2,69,2
"2024-06-17","BPN","Sepinggan",5820,5660,160,4095,4045,50,48,3,51,2
"2024-06-18","BPN","Sepinggan",6921,6921,0,6374,6374,0,66,1,68,2
"2024-06-19","BPN","Sepinggan",8334,7986,348,8329,8027,302,74,3,75,3
"2024-06-20","BPN","Sepinggan",7915,7915,0,7509,7505,4,70,2,73,1
"2024-06-21","BPN","Sepinggan",8474,8298,176,7339,7195,144,73,2,70,1
"2024-06-22","BPN","Sepinggan",7772,7772,0,8220,8220,0,69,1,67,0
"2024-06-23","BPN","Sepinggan",8721,8538,183,9239,9095,144,73,3,73,4
"2024-06-24","BPN","Sepinggan",8708,8545,163,9435,9304,131,74,2,75,2
"2024-06-25","BPN","Sepinggan",7760,7760,0,8793,8469,324,67,3,71,2
"2024-06-26","BPN","Sepinggan",9377,9053,324,9755,9101,654,75,4,73,3
"2024-06-27","BPN","Sepinggan",8656,8656,0,8629,8629,0,70,1,72,3
"2024-06-28","BPN","Sepinggan",9222,8877,345,9866,9206,660,77,5,75,4
"2024-06-29","BPN","Sepinggan",7992,7992,0,8894,8573,321,75,2,75,0
"2024-06-30","BPN","Sepinggan",9073,8898,175,9941,9762,179,72,2,78,4
"2024-07-01","BPN","Sepinggan",7859,7700,159,9704,9223,481,71,3,71,3
"2024-07-02","BPN","Sepinggan",8369,8369,0,9132,8811,321,72,2,72,2
"2024-07-03","BPN","Sepinggan",9057,8729,328,9662,9316,346,75,3,74,3
"2024-07-04","BPN","Sepinggan",8377,8377,0,9510,9189,321,73,2,78,3
"2024-07-05","BPN","Sepinggan",9329,9025,304,9651,9310,341,81,4,77,3
"2024-07-06","BPN","Sepinggan",8191,8191,0,9131,8807,324,72,2,72,2
"2024-07-07","BPN","Sepinggan",8058,7885,173,9921,9751,170,72,2,74,4
"2024-07-08","BPN","Sepinggan",8044,7912,132,10612,10117,495,77,3,82,1
"2024-07-09","BPN","Sepinggan",7680,7680,0,9425,9425,0,76,1,76,3
"2024-07-10","BPN","Sepinggan",8878,8589,289,10346,9673,673,85,5,83,6
"2024-07-11","BPN","Sepinggan",8465,8465,0,10188,9868,320,88,2,91,3
"2024-07-12","BPN","Sepinggan",8666,8410,256,9574,9228,346,82,4,80,4
"2024-07-13","BPN","Sepinggan",7785,7785,0,10427,10103,324,82,2,81,1
"2024-07-14","BPN","Sepinggan",8015,7837,178,10611,10116,495,77,3,80,4
"2024-07-15","BPN","Sepinggan",7298,7156,142,10445,9951,494,85,3,82,3
"2024-07-16","BPN","Sepinggan",6803,6803,0,8488,8488,0,73,1,74,3
"2024-07-17","BPN","Sepinggan",3683,3557,126,3236,3091,145,66,3,73,3
"2024-07-18","BPN","Sepinggan",6738,6738,0,7899,7578,321,109,3,103,4
"2024-07-19","BPN","Sepinggan",8762,8456,306,7965,7720,245,76,3,77,3
"2024-07-20","BPN","Sepinggan",7132,7129,3,8473,8150,323,68,3,69,3
"2024-07-21","BPN","Sepinggan",7513,7381,132,8757,8601,156,72,2,75,3
"2024-07-22","BPN","Sepinggan",7016,6874,142,8298,8204,94,75,1,78,3
"2024-07-23","BPN","Sepinggan",6588,6588,0,6928,6928,0,69,0,69,2
"2024-07-24","BPN","Sepinggan",7721,7441,280,8209,7938,271,72,3,70,3
"2024-07-25","BPN","Sepinggan",6961,6961,0,7761,7761,0,71,1,75,3
"2024-07-26","BPN","Sepinggan",7462,7165,297,8096,7836,260,73,3,73,3
"2024-07-27","BPN","Sepinggan",6835,6835,0,7196,7196,0,66,1,67,0
"2024-07-28","BPN","Sepinggan",7326,7146,180,7585,7457,128,74,2,69,2
"2024-07-29","BPN","Sepinggan",6861,6727,134,7289,7201,88,66,1,68,2
"2024-07-30","BPN","Sepinggan",6093,6093,0,6337,6337,0,63,1,63,2
"2024-07-31","BPN","Sepinggan",7790,7472,318,7307,7064,243,66,2,68,2
